"","EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"438",3,3,3,3,4,2,2,5,3,4,5,2,5,2,1,3,3,4,4,4,1,5,2,5,1,5,1,4,4,3,4,1,5,2,1,5,4,2,1,2,4,2,3,1,4,3,4,1,5,3,13120,6284,3510,10449,4153,3419,3916,14891,2448,3063,18729,5383,9417,2805,27528,3847,5581,6907,2369,3113,3951,2687,21909,7960,4729,10936,22797,2547,5156,3995,1775,8098,7247,5294,5324,7326,8723,17568,10350,2845,7833,7478,3677,3005,11049,7801,3321,34582,21724,10707,"2016-03-03 08:55:24",1366,768,363,441,20,1,"US","41.0037","-76.4549"
"439",4,2,4,3,4,2,4,4,3,4,3,4,4,1,3,2,2,2,3,2,2,4,4,4,2,3,3,4,4,3,5,3,5,0,4,2,4,2,3,4,3,3,5,3,4,2,4,4,4,4,47038,1653,1765,21667,981,1715,2848,2896,2164,4483,1385,1301,3750,3682,1302,1670,1733,1006,1835,1416,2785,2203,107903,1166,1867,919,1633,3215,2367,3635,1463,1916,552,0,1599,3714,1284,1683,1250,3265,1849,20750,582,2863,2133,1299,1472,1745,1866,1401,"2016-03-03 08:56:05",1280,1024,35,305,30,4,"US","42.8864","-78.8784"
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2084,NA,NA,1636,NA,NA,NA,NA,1100,NA,1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,NA,NA,NA,NA,NA,NA,2719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2344,NA,NA,2680,NA,NA,NA,NA,3608,NA,6047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6776,NA,NA,NA,NA,NA,NA,35175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA
"442",3,2,2,4,4,2,2,5,4,4,5,2,4,2,2,2,4,4,2,4,1,5,2,4,2,2,4,4,4,3,4,2,3,2,2,2,4,3,4,2,5,1,5,2,4,1,4,4,5,3,2007649,6929,4739,9331,2333,5200,7669,4104,2859,3527,2002,3478,2959,2458,4352,2806,1633,5123,4384,2036,5984,2674,7362,8807,8109,2583,2706,3831,2445,2061,10290,2902,4158,10992,2125,8608,2213,3893,1842,7458,2422,3202,3719,2390,2394,4568,2710,3751,3142,3487,"2016-03-03 08:59:35",1440,900,21,2240,33,1,"US","39.7285","-121.8375"
"443",4,2,2,4,4,2,4,4,2,4,4,4,2,4,2,2,2,2,2,2,1,5,4,4,2,5,2,4,5,4,2,4,2,2,1,2,4,4,4,2,4,4,5,4,4,2,2,2,4,3,7605,5386,2082,2896,2673,3025,14140,4988,5314,2187,2984,2339,1740,3247,4021,2035,11810,5746,2538,1157,3103,3232,1540,2969,2888,1037,2163,3463,2178,2465,3639,9208,4892,6503,6353,9145,3000,4197,9145,7517,6951,7852,1444,4238,2162,2569,6168,13095,2330,14891,"2016-03-03 09:00:13",1600,900,4,261,77,1,"US","39.1526","-94.6885"
"444",1,1,4,4,4,2,4,4,1,1,5,2,5,2,2,4,4,5,4,4,1,4,2,4,1,5,2,5,4,5,3,4,4,2,3,3,4,3,3,3,1,3,3,3,3,1,4,1,4,3,147827,4056,3114,7263,4282,2763,14261,8253,7379,4500,2681,4461,1200,4350,3943,8516,3441,3355,2899,5290,1550,4846,2972,4244,4199,10282,7320,6169,6208,3463,1439,6732,12591,1039,3670,3575,4880,5026,3144,4148,4468,4220,3458,47007,24699,19843,4427,3176,3736,3089,"2016-03-03 09:02:22",360,640,60,481,66,1,"US","39.2904","-76.6122"
"445",3,5,2,5,1,5,2,5,1,5,3,3,3,3,3,3,3,3,4,3,4,3,3,2,4,3,4,3,2,4,3,2,3,4,2,2,4,3,4,3,4,4,1,3,1,5,2,3,2,1,7543,2352,3135,3152,2499,2150,3248,4005,2652,2318,2002,3135,2683,2850,2554,2067,2902,1915,3702,1667,3335,3700,5169,2904,2907,3066,2468,3350,2251,3999,4903,2818,3636,2616,4332,3251,3272,2319,5456,2802,3967,3053,3235,4254,3119,3204,2563,2585,1501,3050,"2016-03-03 09:03:40",375,667,2,200,22,1,"GB","52.6282","-1.6852"
"446",4,2,2,3,2,2,2,2,4,4,3,4,2,1,2,4,4,3,4,4,2,3,4,2,2,5,2,2,4,3,4,1,4,2,4,1,5,2,4,2,4,2,4,3,3,1,4,2,4,4,6736,3431,2971,7018,7139,2615,5578,2887,3302,2571,7210,9812,3875,3371,4104,4421,3180,5170,2040,2927,6495,3597,2344,2606,18469,2197,4149,2130,5986,3895,3930,6705,3375,2478,3622,4019,1857,3920,3858,2839,2320,5932,3043,4336,2441,3287,3705,4915,6859,9203,"2016-03-03 09:05:10",1366,768,38,242,31,1,"GB","52.0476","-0.8288"
"447",5,1,5,1,5,1,5,5,5,1,5,2,5,5,4,5,5,5,2,4,5,5,1,5,1,5,1,5,5,5,4,1,5,1,5,1,5,1,5,5,4,1,5,1,5,1,5,5,5,5,9986,2871,1887,5049,1207,2631,4040,7552,2281,3737,1648,4863,1536,18584,5559,2768,1465,1880,5009,2961,9319,2704,46345,1679,3104,1520,2112,2256,1528,1990,3879,2577,1887,1976,3921,3265,2792,14800,1879,1912,3825,92857,14448,4273,2377,2192,1695,1944,4511,808,"2016-03-03 09:05:37",1280,768,53,347,35,1,"IN","23.2667","77.4"
"448",1,3,3,4,3,4,2,3,3,3,3,4,3,5,2,2,3,2,4,1,2,3,2,2,4,2,3,3,3,3,4,2,4,3,4,1,5,1,4,4,2,2,2,2,3,4,3,2,4,3,10458,9815,4801,2944,7017,2773,6101,3601,3388,4647,3046,24267,11560,23795,5566,6594,3630,4226,1584,2822,6758,13592,3912,2602,6121,3973,4437,6250,12286,2944,3300,11949,4065,4518,8945,6504,3861,17806,1723,5577,2966,7916,1735,12405,2804,2521,9791,3438,2129,3691,"2016-03-03 09:06:00",1366,768,71,342,31,1,"CA","45.8919","-64.3699"
"449",1,2,3,2,4,1,2,4,3,2,2,5,2,1,1,2,1,1,1,1,4,2,4,3,4,1,3,2,4,3,3,2,4,1,3,1,4,2,3,4,5,2,3,2,4,3,4,4,4,4,5049,2071,3217,5513,3411,7997,7732,5661,3161,4615,4585,6037,2559,2367,3086,2914,2034,2010,3364,2519,2386,4387,3335,2877,7230,1153,5235,5376,3543,5290,4015,5484,4592,4345,4610,7146,1879,3580,2289,3472,5127,3079,4557,4021,3068,2584,3355,1910,4323,974,"2016-03-03 09:06:23",1366,768,279,211,37,1,"CA","53.5801","-113.541"
"450",4,1,5,1,5,1,5,1,5,3,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,1,5,5,2,1,5,3,1,4,1,1,3,5,1,3,1,3,1,5,5,3818,2343,3063,1767,11880,2378,3813,2452,3076,2942,895,1030,6780,2942,1666,1852,8153,1544,4488,2133,3419,3715,2575,2047,2587,1250,3823,5665,980,2466,2145,1643,3054,3631,1667,2292,3837,2280,3765,1691,869,4327,2132,2059,1987,1767,6117,1816,1593,1239,"2016-03-03 09:06:50",1366,768,4,162,12,5,"US","34.1008","-117.7678"
"451",2,4,3,4,2,4,5,4,3,4,3,3,4,1,3,2,3,4,2,2,3,4,2,3,4,4,3,4,3,4,5,2,4,2,4,1,3,1,3,3,3,3,4,3,4,4,4,3,4,3,36054,6113,5506,2000,2086,3756,10315,28405,4972,1598,3807,4727,2235,65570,5765,3381,1583,10489,3063,2669,73910,6421,4192,3665,8824,1040,3411,14430,1939,11506,22228,9994,3900,9377,5798,12155,4212,14714,1231,15249,5179,75366,1501,1573,2902,4740,10544,1602,15341,3509,"2016-03-03 09:07:54",1438,808,64,578,58,29,"US","38.0","-97.0"
"452",2,3,4,3,3,3,2,5,1,5,2,3,5,2,4,3,3,3,3,2,4,0,2,4,2,5,3,3,4,3,3,2,3,2,4,4,2,2,3,3,1,5,3,2,2,2,3,1,4,2,11832,3306,5178,4847,3225,1986,5567,10818,4772,4130,4999,3461,2936,7647,7695,3550,14693,5197,11422,6011,13002,0,27767,13429,4593,5568,5387,5270,3188,5930,3231,4205,3026,3781,7476,3912,3146,35972,1227,5369,8917,4382,4200,5168,16214,10064,7853,3693,37908,11130,"2016-03-03 09:08:32",1366,768,65,404,76,29,"US","38.0","-97.0"
"453",3,3,3,1,4,1,1,1,1,5,5,5,4,1,1,5,5,1,3,1,3,2,5,1,3,1,1,3,3,1,5,3,5,1,2,1,1,1,5,3,1,1,1,1,1,1,5,4,1,2,31139,14987,5888,8961,4215,11272,6356,5435,4897,5771,5282,4604,3242,4561,15619,4295,12435,10527,4609,3009,9446,100838,56269,3355,32961,3967,4208,8379,3895,4196,21920,6127,4016,4353,5031,25436,2044,44859,4178,7774,6086,3413,6419,19922,14771,10658,6379,5458,3640,40734,"2016-03-03 09:08:38",1366,768,69,662,53,29,"US","38.0","-97.0"
"454",5,1,5,4,3,1,5,5,2,3,1,3,5,2,4,4,3,4,5,4,3,3,3,3,3,3,3,2,3,5,2,3,4,1,1,2,5,2,2,3,4,1,5,1,2,1,4,4,4,5,7571,119473,3585,3155,4879,3547,3497,6313,8189,4329,4008,6171,4848,9858,7655,4282,5469,6927,2764,1623,3888,4224,6247,4787,7246,4043,5433,11333,4553,4615,3658,8106,5081,4014,7766,5202,4256,31774,3463,6484,3828,42719,2674,4441,5786,5032,3864,5306,3000,4611,"2016-03-03 09:08:52",1366,768,177,457,115,29,"US","38.0","-97.0"
"455",3,1,4,4,3,2,2,2,3,4,2,5,4,2,2,1,2,2,1,1,4,4,3,3,3,3,2,4,3,3,2,4,5,2,5,4,5,2,2,4,2,1,4,1,5,1,5,3,2,5,26006,6699,10938,6578,4460,1540,725,2553,8421,2101,10718,4160,3168,3156,1791,1376,2314,3858,3755,2111,3797,3035,6333,2970,26071,1717,3112,2925,5295,2436,2770,6090,5916,2987,2179,2406,9964,29209,1450,25275,3912,66334,3944,13065,1534,2568,4391,4212,3282,19904,"2016-03-03 09:08:57",976,549,34,406,72,29,"US","38.0","-97.0"
"456",1,3,2,3,2,3,1,3,3,3,1,3,3,3,1,1,2,2,1,3,4,1,2,3,2,1,3,4,1,2,2,3,2,4,1,5,1,2,1,3,1,0,3,3,1,2,2,1,4,1,17344,4701,11506,4807,1148,2850,4476,12579,11759,4264,5668,7409,47528,10657,7310,4052,4801,5092,4894,1957,2013,5604,4439,6719,6243,3211,8634,53348,3291,6678,5114,6656,3230,4615,60806,7508,4035,10795,1689,8156,684,0,7075,6886,3741,5269,12602,3118,5311,34640,"2016-03-03 09:08:57",1366,768,35,484,113,29,"US","38.0","-97.0"
"457",1,3,3,3,3,3,3,2,3,2,4,3,4,3,2,1,2,1,1,2,1,4,1,5,2,5,2,5,4,3,3,1,5,1,4,1,5,3,3,4,3,2,3,3,3,2,3,1,4,3,31071,5637,7803,8310,7973,3355,4751,2942,3738,8562,3240,3255,2997,4169,5713,5071,3862,21563,4862,2370,9423,3941,2979,6756,10171,2278,5777,5067,4522,13115,7962,4826,3196,3945,6425,3953,3066,4299,5635,5705,5001,4748,3300,2770,2445,6103,5614,4060,3536,5766,"2016-03-03 09:09:07",1366,768,24,313,95,29,"US","38.0","-97.0"
"458",4,1,5,1,4,1,4,2,5,4,3,4,4,1,2,2,3,2,2,2,1,5,2,4,2,5,1,3,4,5,2,3,4,1,2,4,4,1,2,5,5,1,5,1,5,1,5,4,5,5,8269,1473,3151,1712,2936,1521,4668,4784,1823,4334,3961,7160,4320,2160,3432,5273,4024,3800,4921,3177,8090,3328,2833,4505,5040,2339,1632,3121,2616,1528,3280,4617,3177,1944,1780,3952,3969,2328,3345,2200,1719,1601,1193,3857,1680,1895,2096,3370,1657,1528,"2016-03-03 09:09:09",1536,864,31,182,29,1,"US","29.9156","-95.6491"
"459",5,4,4,3,1,3,1,4,2,5,5,3,4,1,2,3,4,3,0,3,2,4,2,3,2,5,3,2,3,5,2,1,3,4,3,3,3,3,2,4,1,4,3,3,4,1,4,1,2,2,19516,5623,4821,2381,5895,3712,6212,4786,18810,5645,4009,8440,5239,11801,4122,7295,3687,9220,0,11346,5807,8377,2446,2055,6777,10020,4144,11797,8241,5792,11921,8603,4391,3866,8656,5220,28050,6728,4034,7709,7889,4841,5169,5655,2991,5560,9844,17219,10289,3772,"2016-03-03 09:09:16",1366,768,40,406,42,29,"US","38.0","-97.0"
"460",2,3,4,3,3,1,5,3,3,3,3,5,3,2,3,1,1,1,2,2,3,3,3,4,1,5,1,5,4,4,4,1,4,2,4,2,3,3,3,2,2,2,3,3,4,2,4,2,4,3,11682,5392,3114,2900,2903,4568,4364,11273,10652,11551,1978,2722,1810,668,2728,2665,4714,3591,7112,2990,4097,4574,2236,2775,3536,1535,3644,3194,3904,3506,4422,5644,70631,3102,4907,4445,2327,55291,2575,36057,2510,3996,2305,18965,2816,7723,7298,1743,4135,2381,"2016-03-03 09:09:22",1366,768,23,469,43,29,"US","38.0","-97.0"
"461",1,1,1,5,3,1,1,5,1,3,5,3,5,1,5,3,5,5,4,5,1,5,3,5,1,5,1,5,5,5,3,1,5,3,5,1,5,1,3,4,5,3,5,3,5,1,5,5,5,5,13979,5458,4466,5663,7450,5766,5113,5376,4581,4507,8034,6471,2699,3996,6248,4333,6191,5301,4355,14862,3947,5790,7268,5317,8392,3953,4870,4057,7187,5954,12558,9600,4125,6795,5603,6230,3699,5218,10025,19771,8871,49200,3281,10207,4203,4798,8645,31161,4212,3662,"2016-03-03 09:09:28",360,640,19,417,34,1,"GB","51.5142","-0.0931"
"462",3,2,3,2,3,2,4,4,3,2,5,1,5,2,3,5,4,5,3,4,1,5,2,5,2,4,1,3,5,3,4,4,5,2,1,3,4,3,4,5,5,3,4,3,3,2,5,5,5,5,12396,3050,5717,3947,2667,2636,7112,8814,3678,3443,2457,2972,1691,8262,6100,2626,4204,3119,4027,781,4243,3500,2441,3715,4367,5995,3853,3130,3400,3925,3079,4588,3916,5593,3504,7057,2494,32775,2605,8580,2108,7730,3035,3883,3853,2626,2541,2591,3594,1499,"2016-03-03 09:09:41",1440,900,37,255,37,1,"SE","55.5079","13.2351"
"463",2,5,2,5,2,4,2,5,2,4,2,4,4,2,2,3,4,2,1,3,3,3,2,5,2,4,3,3,4,4,1,2,3,2,3,3,2,3,2,3,4,2,4,1,4,2,4,4,5,5,5888,4145,3429,2734,1274,3083,3369,2652,3477,3507,1963,7645,3783,1356,3110,1752,4794,2730,2228,3030,5689,3004,1511,3344,3244,1298,3957,3569,1701,4136,1836,6146,2522,5175,7644,7597,2508,22438,3319,5634,3027,8063,2000,8141,14426,2751,27971,1852,4690,1455,"2016-03-03 09:09:49",1366,768,118,274,29,29,"US","38.0","-97.0"
"464",5,3,4,2,5,1,3,3,3,2,4,4,5,4,4,5,5,5,5,4,1,4,2,5,4,5,1,5,5,4,3,2,5,3,1,1,5,5,1,1,2,2,5,5,5,1,1,1,5,5,16159,25883,3566,4262,1029,4804,5663,6445,8693,3649,4945,16125,2963,5275,8555,2219,3767,3890,2280,2762,15811,4464,15360,4232,2049,4072,2609,2680,1510,3312,21647,7409,14740,3981,14835,6061,15285,4429,4951,6486,3826,3153,1545,4540,2188,8800,7771,3206,12392,16604,"2016-03-03 09:09:52",1366,768,31,370,42,29,"US","38.0","-97.0"
"465",3,2,4,2,3,2,3,2,3,2,1,4,2,2,1,2,2,1,1,1,2,5,1,4,2,5,2,4,4,3,4,1,5,1,5,1,5,1,4,5,5,1,4,1,5,1,5,3,5,5,9330,3247,4915,2586,3285,3423,3283,4400,2700,3782,2200,4997,2452,22028,3000,6416,4416,2801,3347,1816,5400,4618,1684,2118,3382,4061,3429,3382,2615,2684,4715,1668,1964,2800,1585,4852,5683,17281,2521,6535,4437,2599,8098,2286,1478,5800,2868,2884,2732,1830,"2016-03-03 09:11:03",1366,768,1653,225,40,1,"FI","60.2167","24.6667"
"466",5,2,3,3,4,3,3,3,4,3,3,5,2,2,2,1,3,1,2,1,3,4,2,3,3,2,2,3,4,3,4,1,4,2,2,4,4,3,3,4,3,2,4,2,3,1,3,3,3,3,43345,2358,3077,2283,134746,2157,3788,3102,4206,1814,3506,3217,6134,1699,2372,2346,2729,3193,3915,2261,3701,3376,1779,5995,16272,3380,4503,5185,15555,2156,3191,5735,4254,3544,3443,87959,2942,2139,1789,3019,1667,4728,3384,30553,1983,2124,77601,3968,3460,1505,"2016-03-03 09:11:31",1366,768,93,589,38,29,"US","38.0","-97.0"
"467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1796,NA,NA,2549,NA,NA,NA,NA,3004,NA,3288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16333,NA,NA,NA,NA,NA,NA,4496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"468",1,3,3,4,4,3,1,4,2,5,4,2,5,3,3,3,4,4,3,4,2,3,2,4,3,5,3,3,3,4,3,3,5,4,2,3,3,3,1,3,3,2,4,2,5,2,5,1,5,5,5877,2400,5009,3696,7456,3896,9737,3816,4064,6608,2304,3896,2215,2461,3415,5033,1905,2072,4383,3810,5567,3384,8879,3488,10687,3576,3184,3360,8728,3512,6736,10176,6185,5016,4329,6192,3774,5992,3825,3774,2056,7312,1959,5203,1777,6767,9952,5488,5416,2268,"2016-03-03 09:12:10",1366,768,21,259,40,1,"PT","40.6333","-7.9167"
"469",1,3,3,4,4,1,1,5,2,4,4,3,4,1,1,1,2,1,4,4,1,5,4,4,2,0,1,5,5,4,4,5,5,3,2,1,3,2,5,3,5,1,5,1,3,1,5,5,5,5,16949,2159,2460,6858,3410,3004,6101,3883,9837,3580,2537,3235,3409,3285,8285,3857,2629,4826,3161,2845,8459,2171,2054,3449,4545,0,3507,2222,1739,2937,3070,1907,2296,3526,3178,5437,4051,3302,4516,6386,2199,4611,1929,2258,2625,6271,3065,1785,4062,1829,"2016-03-03 09:13:11",1366,768,90,218,97,54,"US","36.7477","-119.7724"
"470",2,5,2,5,1,5,1,3,2,5,4,2,4,3,4,4,3,3,4,3,3,3,2,4,3,5,3,3,4,3,4,3,3,3,2,3,4,3,4,3,3,4,3,3,3,2,2,2,4,3,7226,2407,3272,2733,8344,3064,3118,5122,2188,1976,1048,3438,1754,2854,2970,1879,2297,3248,1496,1963,2792,2400,4811,1971,3852,1501,2984,1516,4061,2045,2904,3770,3537,1954,1929,2307,1304,1684,1143,1768,2737,3439,842,1890,1784,5823,1743,1823,2200,1162,"2016-03-03 09:15:00",1600,900,30,156,124,2,"US","38.0","-97.0"
"471",3,4,3,3,3,3,1,5,3,3,5,3,5,1,5,5,4,4,5,5,2,2,4,4,2,0,4,4,4,2,2,2,3,4,2,4,4,3,2,3,3,2,5,1,5,1,3,3,3,5,314619,6870,3828,2197,8637,1701,2606,5593,4514,1743,2650,4143,3374,3880,2696,2216,1764,2912,3034,2824,3158,3186,3474,3752,3324,0,2412,2850,3603,2830,4720,4729,2049,2432,3103,5918,3296,4125,3354,2818,6176,2348,1415,6622,1989,2134,3106,2093,4325,1553,"2016-03-03 09:15:05",1366,768,28,494,31,54,"US","36.7477","-119.7724"
"472",2,4,3,4,4,4,2,4,2,4,2,4,3,2,4,2,2,2,2,2,3,3,3,2,3,3,3,4,2,3,3,4,4,3,2,3,2,2,2,4,4,2,4,2,4,2,3,4,4,4,3874,2011,3944,2551,4298,1727,2925,5460,3495,2298,784,2786,3649,3847,6782,4939,3427,1816,1817,2053,2312,2630,3690,4494,4357,1728,5066,874,2426,1915,3484,3258,3375,2335,4937,8117,5047,10476,1227,12058,3621,2925,1590,5006,2120,3181,10172,2474,3544,1247,"2016-03-03 09:15:08",1366,768,40,210,33,10,"US","43.0389","-87.9065"
"473",1,4,1,5,2,4,1,5,1,5,5,1,5,1,5,4,4,3,4,5,2,3,1,4,4,4,4,3,4,3,4,1,5,3,2,1,3,2,3,4,4,3,4,3,4,4,4,3,4,4,45578,9391,4419,2245,7927,2057,5463,3358,7442,3244,7946,9924,2339,4232,3234,4489,5461,3731,3143,2588,15719,5018,1861,3110,5308,2369,4068,6765,5890,5485,4626,7482,3578,8580,8324,5714,9497,6565,5409,35063,5464,7941,16639,73561,4950,2961,3749,2933,5744,1917,"2016-03-03 09:16:28",1280,720,69,440,50,1,"SE","59.3294","18.0686"
"474",3,3,4,3,3,3,4,3,3,4,2,5,4,3,2,1,2,1,1,1,4,4,1,4,2,3,2,2,3,4,3,1,4,4,3,3,4,3,4,3,4,3,4,2,4,2,2,3,3,4,27720,819,12986,5976,5370,13948,4351,3191,7130,5410,1188,12107,6904,8686,6663,2768,5500,3987,7293,5666,13634,8010,5175,4262,9997,2885,6036,5316,13403,3900,4107,14100,4198,4415,2653,4090,5057,4934,8655,6087,11375,5804,1151,6438,8171,11080,5314,3196,9911,2394,"2016-03-03 09:16:37",1366,768,46,391,44,54,"US","36.7477","-119.7724"
"475",3,1,4,2,4,1,1,5,5,5,2,3,5,2,3,4,3,3,4,2,1,5,2,5,1,5,5,5,5,3,4,1,5,1,3,1,5,3,3,4,4,1,5,1,4,1,5,5,5,5,4855,3510,5908,3025,2471,4672,5313,3348,3544,2433,5532,7670,1997,2991,2692,13632,4084,3391,2715,4118,3741,10255,4936,2025,5477,8158,3784,2905,1918,2463,4149,1171,2260,4509,1779,3582,2994,5264,3882,5870,4537,3394,2498,3005,683,614,3053,1943,2791,1492,"2016-03-03 09:17:32",1366,768,3,241,40,54,"US","36.7477","-119.7724"
"476",2,5,5,5,5,2,5,5,5,4,1,2,5,2,1,2,2,2,2,4,2,5,1,5,2,5,2,5,5,4,5,2,4,5,2,5,5,1,5,5,2,1,4,4,4,2,5,2,5,4,91356,3498,3971,8059,2883,2585,4967,2550,4204,3953,7938,5196,3447,4653,7849,3257,8477,2493,3579,8161,6612,9609,3356,3409,7673,3877,5829,2245,2261,2232,18584,7128,3539,3368,7372,4414,3215,2981,4352,5708,9611,7095,3609,12544,4130,3888,6823,4653,5707,2421,"2016-03-03 09:18:17",1366,768,5,367,54,1,"CO","6.2518","-75.5636"
"477",3,2,2,3,3,3,2,3,2,4,4,3,4,2,2,2,3,3,4,3,1,3,2,3,3,2,2,3,2,2,3,4,3,3,2,3,3,2,3,4,3,3,4,3,3,2,4,4,2,4,5296,4235,2419,981,2610,3148,1842,2016,2753,2248,5010,3941,1834,2354,3445,1914,2958,1963,2610,1848,2572,1968,8281,5658,4308,479,8798,3165,1680,1965,2545,2576,699,4604,3367,2932,802,2100,1884,1983,3149,1403,6475,3704,3069,5261,1649,1521,1910,1478,"2016-03-03 09:20:46",768,1024,35,160,24,1,"CA","44.65","-63.6"
"478",1,4,2,4,2,4,1,4,1,4,2,3,3,2,2,2,2,2,2,4,4,2,1,2,4,2,4,2,2,2,3,2,3,2,2,2,3,3,2,3,4,3,2,3,2,3,4,3,4,2,470104,2699,3751,1673,2819,1949,3166,3098,3566,2397,3716,5800,3565,4297,4582,2630,2366,2436,1551,2234,4249,2468,1982,1745,3933,2633,4651,2683,2821,1449,2201,4866,7654,7551,2715,2467,2866,18850,2432,3568,2533,5932,7898,19035,4202,2104,1835,1915,2781,1932,"2016-03-03 09:20:47",1600,900,167,686,63,1,"US","42.3223","-83.1763"
"479",1,4,4,5,3,4,2,5,1,4,5,2,5,1,3,4,5,2,5,4,1,5,2,5,2,5,1,5,5,4,4,2,5,2,1,2,5,2,2,3,5,1,5,1,3,1,4,4,5,3,6991,3471,3773,1660,3713,3119,3318,2253,8339,3953,2335,5090,1610,3159,4538,3611,1872,5221,2585,1961,4364,3311,3159,1912,5634,6045,1589,1931,1187,2626,4115,6460,1780,3682,2444,1862,1690,5744,5482,5241,4206,2677,1027,2636,12154,3562,2857,9044,1831,3461,"2016-03-03 09:21:38",1366,768,4,204,31,1,"IE","53.3658","-6.4956"
"480",2,3,2,5,3,2,2,4,3,4,3,3,3,2,3,3,3,3,2,4,1,3,2,4,2,5,3,3,4,3,2,2,3,3,2,3,3,3,1,3,5,1,5,1,5,1,5,4,4,4,5482,4602,3721,2729,2622,4216,3448,2459,6224,1224,1339,2504,2797,3472,2466,1950,8379,1230,3669,1754,7252,7179,4109,1735,3965,2387,3962,2103,1959,5644,501,3833,2752,2222,3605,3152,2104,2162,6003,2505,3883,2953,1309,1220,5131,2965,1557,2354,3237,1901,"2016-03-03 09:21:50",2048,1152,32,181,25,1,"US","38.0","-97.0"
"481",3,3,4,3,2,2,2,4,2,4,2,4,2,4,2,3,2,2,2,2,3,4,3,4,4,2,4,4,3,4,4,4,4,2,4,2,4,2,4,4,4,2,3,3,3,3,4,2,3,3,20268,3366,3234,6578,2922,3055,4739,2345,5316,4414,2693,3247,3450,4978,3405,4908,3379,2202,2563,41187,6081,4535,3859,3643,8239,1551,4293,3884,4764,2562,43553,1826,2044,8430,4990,10174,4560,40206,2176,5002,2994,4437,3295,5339,3872,2694,2706,1960,4463,2622,"2016-03-03 09:22:02",1600,900,196,340,18,1,"AT","48.1881","16.3568"
"482",1,4,3,4,3,4,1,2,5,1,1,5,3,1,4,5,5,5,3,1,3,1,1,5,2,5,2,5,5,1,1,5,1,5,1,5,5,3,2,3,3,1,4,1,3,1,2,1,1,5,5347,3979,2868,3606,2847,3195,8775,5399,8388,13571,9023,2316,3270,3209,5460,1673,2312,2503,8164,1682,8681,4093,3549,6897,6350,3809,9038,5482,5346,4284,3301,6171,2313,1905,4851,3135,17374,5648,5046,4584,2683,3546,4778,2851,2863,4732,3939,2322,3849,2066,"2016-03-03 09:23:31",1920,1080,18,264,54,1,"GB","51.5","-0.13"
