"","EXT1","EXT2","EXT3","EXT4","EXT5","EXT6","EXT7","EXT8","EXT9","EXT10","EST1","EST2","EST3","EST4","EST5","EST6","EST7","EST8","EST9","EST10","AGR1","AGR2","AGR3","AGR4","AGR5","AGR6","AGR7","AGR8","AGR9","AGR10","CSN1","CSN2","CSN3","CSN4","CSN5","CSN6","CSN7","CSN8","CSN9","CSN10","OPN1","OPN2","OPN3","OPN4","OPN5","OPN6","OPN7","OPN8","OPN9","OPN10","EXT1_E","EXT2_E","EXT3_E","EXT4_E","EXT5_E","EXT6_E","EXT7_E","EXT8_E","EXT9_E","EXT10_E","EST1_E","EST2_E","EST3_E","EST4_E","EST5_E","EST6_E","EST7_E","EST8_E","EST9_E","EST10_E","AGR1_E","AGR2_E","AGR3_E","AGR4_E","AGR5_E","AGR6_E","AGR7_E","AGR8_E","AGR9_E","AGR10_E","CSN1_E","CSN2_E","CSN3_E","CSN4_E","CSN5_E","CSN6_E","CSN7_E","CSN8_E","CSN9_E","CSN10_E","OPN1_E","OPN2_E","OPN3_E","OPN4_E","OPN5_E","OPN6_E","OPN7_E","OPN8_E","OPN9_E","OPN10_E","dateload","screenw","screenh","introelapse","testelapse","endelapse","IPC","country","lat_appx_lots_of_err","long_appx_lots_of_err"
"911",1,3,2,4,2,3,2,5,2,4,5,3,5,1,4,4,4,3,5,3,1,3,2,4,3,3,2,4,4,3,4,2,5,2,2,2,5,3,3,5,5,4,3,4,3,4,4,3,3,3,4689,1396,2386,2734,1592,1969,4178,3060,1745,1792,904,2687,1862,2164,2758,1638,1228,4566,1297,2984,1576,1700,3795,1892,2596,5716,4636,2102,1655,1738,4054,3354,3383,2040,2186,3036,2194,1822,4032,2904,2744,3500,1800,3738,2734,1970,1552,1576,3414,1266,"2016-03-03 14:25:02",1920,1080,3,130,8,1,"US","42.5793","-71.4378"
"912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1787,NA,NA,1736,NA,NA,NA,NA,6373,NA,2186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154,NA,NA,NA,NA,NA,NA,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,NA,NA,NA,NA,NA,NA
"913",1,5,2,5,2,5,1,4,2,5,4,3,5,2,3,3,4,4,4,4,2,4,2,3,2,4,3,4,3,2,4,4,4,3,2,2,4,4,5,3,4,2,4,2,3,2,4,4,4,3,3080,2830,2447,1974,1751,2210,2378,3813,2432,1888,2271,4349,1577,2284,1839,1601,1776,3053,2818,1962,2235,5316,1627,3018,5675,1752,2402,1752,1515,1167,2596,557,1441,3043,2309,3391,1564,1727,2596,3093,2038,4169,1862,2297,2420,2162,8345,1492,1515,1318,"2016-03-03 14:26:31",1366,768,9,126,10,1,"DK","55.6761","12.5683"
"914",4,2,3,2,4,2,2,2,4,3,4,3,4,1,3,4,5,5,2,5,2,4,4,4,2,3,2,4,4,4,3,5,1,5,1,5,4,4,4,3,4,2,4,2,4,2,4,4,5,5,6515,2268,3585,3252,1718,1367,2635,2720,2109,2717,1984,2551,2851,1985,3836,2986,2401,9861,967,1768,4802,1884,1366,2434,2768,2635,1901,2599,2936,3319,2814,2352,4118,2134,2784,1667,2151,3369,1734,2668,1334,2702,2152,6386,1801,1583,2618,2186,2402,967,"2016-03-03 14:27:51",375,667,19,140,7,1,"US","33.4558","-86.9172"
"915",1,2,3,3,3,3,2,4,3,4,2,3,4,4,2,2,4,2,4,4,2,4,3,3,3,2,3,3,2,2,3,4,4,2,2,4,4,3,2,4,4,2,4,2,4,2,5,4,4,4,4358,7078,5981,7480,13188,1198,4856,2520,5535,2140,28844,3156,5000,12268,6402,2210,5350,1634,2002,2492,11306,4070,3535,11283,14612,5272,5271,5016,4537,4616,5354,5348,2716,1530,3024,1970,9644,6196,1826,2498,2305,3963,4214,884,5333,1938,5330,1763,12222,1803,"2016-03-03 14:27:59",1280,800,2,277,10,1,"GB","51.5","-0.13"
"916",3,1,2,4,4,2,4,5,1,2,5,3,5,5,5,5,1,1,4,1,2,5,1,3,2,5,2,3,2,3,5,2,4,2,2,1,5,2,5,4,5,3,2,2,4,4,2,4,4,3,8767,3676,2262,3118,3494,3815,810,5688,2316,3493,2002,2264,926,1973,2532,2864,2213,1765,1755,1175,3256,1012,5165,2139,2727,2105,4339,2602,1971,1816,2347,3153,3197,2695,1584,2097,1097,2553,1489,2747,910,2725,2327,3949,2389,4602,3040,2283,2448,1270,"2016-03-03 14:28:27",1366,768,22,135,4,1,"HU","46.25","20.1667"
"917",4,1,5,2,5,1,5,2,5,2,3,4,5,3,4,3,3,3,2,3,5,5,1,5,1,5,1,4,4,4,3,5,4,4,4,4,3,2,1,3,5,2,5,2,4,2,4,4,5,4,8060,4657,3458,2611,2458,10907,2521,9517,3860,5273,5242,3691,3802,40754,6744,6886,4828,3649,5212,3892,1438,2662,4708,4930,3902,3650,4707,3528,5353,4748,2208,3336,4910,3267,15902,4969,5142,16845,8351,15706,3478,8972,1966,4567,1482,3286,3972,3016,6180,1885,"2016-03-03 14:29:24",1366,768,73,303,13,1,"IT","46.0208","9.2389"
"918",3,5,5,5,3,5,2,3,3,3,5,2,5,1,3,4,4,4,4,5,3,4,1,3,3,4,3,4,3,3,4,4,3,3,1,4,4,3,1,4,4,3,4,3,2,3,4,5,4,3,8913,11845,6249,5564,10602,4510,11764,9815,10974,4862,11486,8047,3023,16946,8255,2792,2964,13814,2169,5119,12602,3554,4086,3184,3862,6488,3092,5819,4932,9408,3718,6265,3811,11391,4098,5770,4036,3136,11563,39870,4873,3471,3498,3458,2978,6156,7920,2582,3884,2305,"2016-03-03 14:30:57",1920,1080,3,353,5,1,"PT","32.6333","-16.9"
"919",2,1,5,3,5,4,5,3,3,4,5,3,5,3,1,1,2,1,1,1,1,5,3,5,1,4,1,4,5,4,4,2,5,1,5,1,5,1,5,5,3,1,5,1,3,1,4,1,3,3,10048,4233,3067,4651,2552,2750,5500,6201,5868,3634,2665,2963,1883,2717,3316,6734,3472,4249,2467,2216,5110,5269,2849,2767,2835,2485,3867,5031,2852,6399,5920,7869,3886,2984,4515,5618,5546,4753,5283,5551,2969,4586,2116,4333,3551,2934,3917,5352,3066,2519,"2016-03-03 14:32:52",414,736,69,210,13,1,"US","39.2904","-76.6122"
"920",2,3,3,2,5,1,4,4,4,3,4,3,4,4,1,3,2,1,3,1,1,4,1,4,1,4,1,5,4,4,3,1,4,2,5,1,5,1,5,5,4,1,3,1,3,1,5,3,4,3,11080,4195,2784,3895,2782,2738,6575,5475,9808,3695,4973,2987,2737,3832,9250,3020,4991,1937,4520,1950,2989,2153,3531,3111,1407,2652,7207,3799,4849,3067,2932,4642,3507,4560,9290,4368,1887,3118,2733,3168,3224,3793,2047,4390,2329,3248,2787,3825,4235,2625,"2016-03-03 14:32:56",768,1024,4,202,16,1,"GB","52.5122","-1.896"
"921",3,5,2,5,3,3,3,5,2,3,3,5,5,3,4,3,4,2,4,3,4,3,3,4,2,4,3,3,4,5,4,4,5,4,3,5,3,4,4,5,3,3,5,3,4,1,2,3,5,4,8522,2348,2727,1948,4456,2674,3676,2762,2968,2234,3206,2756,2240,1538,1900,3056,2252,3578,1850,1592,2490,2540,1574,2008,3246,3030,2962,4240,3284,2524,5350,3818,1578,4131,2382,2814,2402,1166,1714,2132,1196,10542,1046,2408,1316,2692,4872,1693,4768,952,"2016-03-03 14:33:31",1920,1200,2,148,17,1,"FR","48.86","2.35"
"922",5,1,4,3,5,2,5,1,5,5,1,4,4,5,1,2,4,3,2,1,5,5,3,4,4,3,4,4,4,4,5,5,5,5,1,5,5,2,3,5,5,4,5,2,5,2,5,4,4,5,3776,1485,1872,3650,3003,3201,4694,3418,2614,4560,5476,2004,1461,2499,2809,4725,4681,3589,26772,1228,4211,1269,3453,5953,3959,4559,3247,2574,2285,3533,926,1423,1481,1655,3224,2677,2286,20942,3801,1863,1584,8782,2311,15879,1384,3481,2183,2148,1781,1073,"2016-03-03 14:33:32",1366,768,1483,206,8,1,"CA","43.1148","-79.1238"
"923",1,1,5,4,5,1,2,5,4,5,5,4,5,1,1,5,5,5,4,5,3,5,3,3,5,4,2,5,3,5,5,4,4,5,2,5,3,3,3,3,2,1,5,1,4,1,4,1,5,5,8681,4489,4250,3548,1107,4231,7255,3832,9846,3063,2729,3031,2689,3373,29167,2963,3475,2515,2587,2701,7169,3554,3175,6608,3772,6248,13835,3683,6854,3356,3003,5229,3251,3538,3444,5011,2842,4723,6357,5429,6654,4120,3513,10314,3995,3745,3860,3098,2662,2030,"2016-03-03 14:33:34",360,640,11,256,36,1,"US","34.4412","-119.6186"
"924",3,4,4,3,3,2,3,2,4,4,5,2,5,1,2,2,5,5,3,4,2,5,5,3,2,2,2,2,3,3,1,3,5,3,1,2,5,4,1,3,3,3,5,2,2,1,3,1,4,3,9319,1867,1298,4179,4917,783,3301,2620,1284,2401,1535,4581,2966,3918,3001,2937,1085,3039,3283,4237,2670,2235,3555,2602,3937,4585,4449,4418,2700,2916,3665,2348,1883,3148,2046,3834,3985,3548,2851,4782,1801,6535,1169,4033,5484,3513,3062,5627,3551,1797,"2016-03-03 14:33:50",320,568,8,167,4,1,"US","35.7915","-78.7811"
"925",2,3,4,4,3,2,3,4,4,5,3,3,4,3,2,4,2,1,2,1,1,4,3,4,2,3,2,4,4,4,3,4,4,2,2,3,3,1,1,4,4,1,3,3,3,2,4,2,3,3,4936,3936,3576,4754,2888,3871,2241,3456,7736,3912,2912,1704,1704,1408,2865,2248,2223,1825,2025,2568,8784,3448,3352,2222,3672,1280,1712,2400,2760,2385,2849,3361,2681,2872,2104,2456,2729,3032,2912,2095,1511,4384,2992,2377,1361,2064,2216,1784,2216,1408,"2016-03-03 14:34:24",1920,1080,12,145,8,1,"CA","43.4453","-79.7095"
"926",2,4,2,3,3,1,2,3,2,4,4,3,5,3,4,4,3,2,4,3,3,3,3,3,3,3,4,5,3,3,4,1,4,2,4,1,4,3,4,4,5,2,5,1,4,1,4,3,5,5,5618,6215,7968,3240,3544,3417,6817,423,7223,4872,4512,5545,4480,4408,4016,3312,5680,5249,2864,3744,5440,3384,3248,3320,5185,3143,10423,6871,6696,3136,8960,4016,4328,4848,4288,7984,4392,4176,2776,5200,11319,10135,3384,6631,2679,6728,10041,4639,3472,1960,"2016-03-03 14:34:41",1600,900,712,258,22,1,"AR","-26.8083","-65.2333"
"927",1,5,3,4,1,4,1,5,1,5,5,2,5,2,4,5,5,4,5,3,3,3,1,2,5,3,3,3,3,2,5,1,3,2,5,5,5,3,5,5,4,3,4,4,4,3,5,4,5,5,4053,3207,7905,11123,7099,3337,4334,6692,4583,3531,4393,4901,6376,5751,9440,3702,5315,4594,2849,4312,5560,4217,4565,6158,4583,6081,10995,14585,3862,4285,4809,5157,6880,9299,5362,18090,3342,839,2941,4644,4372,4713,5128,6086,7399,7144,1204,3994,8180,1622,"2016-03-03 14:36:01",360,640,45,286,5,1,"MX","19.43","-99.13"
"928",2,5,3,4,2,2,1,4,2,5,4,2,4,3,4,3,2,1,4,3,2,3,2,4,2,4,2,4,3,3,3,4,3,2,2,2,3,2,1,3,4,2,5,1,4,1,2,2,5,4,55374,12249,12443,5835,5510,10446,5783,6133,8816,5415,7154,11446,3817,23258,4295,6694,9818,5717,10971,4155,19105,18537,51099,4778,3864,5679,9214,7299,7319,10880,7708,6445,29219,9761,32697,6350,11595,26666,6757,12556,6487,7688,3405,5335,4117,6753,12056,4748,4395,4011,"2016-03-03 14:36:33",1920,1080,4,831,9,1,"NL","52.3667","4.9"
"929",4,1,5,1,5,1,4,2,5,1,4,1,4,3,2,1,3,3,5,2,1,4,3,5,1,3,1,5,5,4,4,3,5,1,4,2,5,0,5,5,3,2,5,2,5,5,4,4,3,5,6646,1341,2961,2160,5224,2251,25173,8461,3406,4139,3702,7913,8164,3438,3223,6876,2516,9087,2404,6206,2560,4218,2811,3296,3134,2828,5612,1928,4911,4735,2341,5496,4634,4169,2190,3709,3065,0,1642,3835,7056,2828,2161,3803,2305,2589,2809,4271,3407,2567,"2016-03-03 14:37:22",1920,1080,15,222,14,1,"US","33.5242","-82.0926"
"930",1,4,2,4,2,3,2,5,1,5,2,5,2,3,2,2,2,1,2,2,2,2,2,3,3,4,4,4,1,2,3,4,4,3,3,2,3,3,2,3,4,2,3,2,3,3,4,3,2,2,4322,4923,2992,2463,3174,2872,3285,3986,3257,4214,2429,4060,5190,1312,4931,4620,1860,4580,1396,2045,7442,2284,3438,3671,12522,4172,3947,3486,2405,3021,5291,5128,6015,2611,1952,4764,3501,3654,2594,4674,3363,4836,4554,4372,2344,6144,3173,1103,3334,2359,"2016-03-03 14:39:45",1280,800,9,199,15,1,"US","37.1791","-80.3515"
"931",4,1,5,2,5,1,5,5,3,3,4,4,4,5,3,3,2,1,5,1,1,5,2,4,1,2,1,4,4,5,5,2,5,1,4,1,5,1,5,5,5,3,3,3,5,1,4,3,2,4,5698,2576,3336,4272,2376,2177,2689,4767,3665,3360,4887,3200,1744,2472,1752,4737,3512,2072,2144,1464,2814,2816,2024,2760,2240,5616,2832,7064,2599,2872,1801,2767,2584,2168,2552,4183,1744,2193,2208,1752,1905,3096,6824,5288,3247,3943,2993,4735,4136,1656,"2016-03-03 14:39:54",1280,1024,15,162,26,1,"US","37.1489","-93.2614"
"932",1,2,1,3,2,3,2,4,3,4,4,1,5,1,3,4,4,3,4,3,1,3,2,4,2,3,3,4,4,2,3,4,3,4,2,4,5,4,4,3,2,3,4,2,2,2,4,2,3,2,10740,2622,4898,3285,2463,4251,1031,5944,11339,4114,4831,5654,10487,5035,5499,4701,8746,2900,4400,917,3328,2284,7457,3350,1866,3933,7567,4653,2735,8352,5266,4465,4895,5918,2367,2946,5173,6036,1067,5449,19185,2999,3282,2364,5704,3919,6739,1145,1082,4952,"2016-03-03 14:41:25",320,568,11,246,16,1,"GB","52.2833","-0.8957"
"933",0,2,5,2,2,2,4,2,4,5,1,4,3,3,1,2,1,1,1,1,3,3,2,4,3,3,3,4,4,3,4,4,5,4,4,1,5,3,5,5,5,1,5,1,5,1,5,5,4,5,0,4648,3857,5009,3204,4775,8564,3744,3789,4600,4122,4604,6178,6928,3428,4849,5568,4314,5676,8515,24142,7372,9311,6113,4234,8904,3793,4609,9997,8226,5999,10127,4153,4640,7692,8168,3680,4522,3778,6846,4674,4200,3051,3402,2367,4122,3726,3092,5164,2480,"2016-03-03 14:41:41",768,1024,6,283,19,1,"DE","48.6","12.05"
"934",3,1,4,2,4,1,3,4,3,3,3,4,3,3,3,3,2,2,4,2,1,3,2,4,2,4,2,3,4,4,3,4,4,2,2,4,4,2,4,4,4,2,3,4,5,4,4,2,2,4,152414,2149,2230,2166,3549,2366,3216,1668,3950,2481,1780,1235,1535,1831,1566,2714,2165,1627,819,1836,2699,3533,2516,2549,2897,1498,2448,4313,2515,2331,1585,3499,1418,1914,1366,2871,1002,2355,2530,1866,1401,5981,1215,2589,2084,3183,2432,2533,2869,867,"2016-03-03 14:41:42",1680,1050,5,266,12,1,"US","33.9816","-118.0661"
"935",1,1,2,1,1,1,2,2,5,5,5,5,5,1,3,3,4,4,5,5,1,4,1,2,2,3,2,2,1,3,1,4,2,2,1,3,3,2,1,3,5,4,5,1,3,1,5,3,4,4,35056,38081,5277,6727,4401,5524,10927,11969,6855,5459,15842,5672,5151,3960,6468,5072,7100,8091,3754,10059,21030,15484,4176,12555,6998,6478,4554,9193,6626,7144,6087,7745,5431,6403,3908,5835,4932,6175,3956,7025,6791,8891,18285,6355,10003,3948,26675,8252,7617,5130,"2016-03-03 14:43:30",360,640,58,467,14,1,"GB","51.3667","-0.4833"
"936",4,3,5,3,5,3,4,4,4,2,5,4,5,5,2,4,3,1,4,1,1,5,4,4,2,4,1,4,4,4,4,2,5,3,2,3,4,2,3,5,4,4,5,4,4,2,4,3,4,4,4894,1889,2911,2182,4576,9964,5633,3879,2221,4833,2264,2720,759,4040,2657,2352,3888,2343,1653,1400,2161,2242,5352,2400,687,1344,3559,2145,2016,3343,2200,5822,2729,2298,2479,2904,1080,3464,1967,2816,2006,5033,1209,5760,1697,1776,2048,3489,3504,1601,"2016-03-03 14:43:31",1280,800,24,150,12,1,"US","38.0","-97.0"
"937",4,1,4,1,5,1,5,2,3,4,1,3,2,2,1,1,1,2,3,1,1,5,1,5,1,5,1,5,5,5,5,2,5,1,3,1,5,1,5,5,5,1,5,4,5,1,5,1,5,4,11611,4186,7087,3652,6520,2952,4772,3138,5251,4101,5469,5436,5684,10272,2416,2836,4301,3235,2231,2668,4430,2635,3036,6485,2717,1633,5902,3751,5621,2787,3436,9338,1852,3520,3974,6921,4885,2552,2786,2615,3218,5402,4536,7687,1665,2517,2498,3937,3336,3019,"2016-03-03 14:43:47",375,667,7,218,10,1,"US","38.0","-97.0"
"938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4524,NA,NA,4648,NA,NA,NA,NA,20873,NA,6727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4196,NA,NA,NA,NA,NA,NA,6505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
"939",1,5,1,4,3,5,1,1,1,5,1,5,5,4,2,3,3,2,3,2,2,4,1,4,2,4,4,4,3,3,3,3,4,3,1,1,4,4,2,4,3,1,4,1,3,2,5,3,4,2,3713,2848,4799,4880,3624,3169,3832,4155,3985,4144,3065,2656,2591,7028,4345,2825,2481,3809,2026,2816,4978,2647,2728,3383,4447,4815,4032,2023,5424,2089,2192,4376,2424,2016,2576,3359,4839,33503,4632,30599,2848,3321,3297,3568,1719,3936,3120,1735,685240,1544,"2016-03-03 14:45:33",1920,1080,53,911,16,1,"US","39.7596","-121.6219"
"940",1,3,3,4,1,2,2,4,2,5,5,2,5,3,3,5,5,5,5,3,2,5,1,4,2,5,2,3,3,3,2,5,2,5,1,5,1,5,2,2,4,3,5,2,5,1,1,3,5,5,27361,2875,5807,4220,3953,75494,4090,7205,3133,6933,7024,4850,1313,5450,2736,47465,2933,2196,2370,12486,7589,2764,3829,3243,45358,35549,4363,4834,3767,4523,8236,52137,3864,2603,3077,2280,2347,2643,3399,6600,2591,11996,5150,3590,3723,2559,2434,4764,2157,1380,"2016-03-03 14:46:12",1280,800,14,475,10,1,"CA","45.9535","-66.6704"
"941",3,1,4,2,4,4,4,2,5,5,4,4,4,2,2,2,5,4,3,2,2,4,5,3,3,3,2,3,3,4,3,2,4,3,4,4,4,3,2,2,3,3,4,1,3,2,3,3,4,4,4472,4729,6902,3582,2458,2714,6580,5660,4164,3482,2985,4265,2690,3930,5188,2800,2924,4536,4962,2024,4449,2558,2930,2660,5202,4746,5590,5614,4506,3550,2566,4590,5450,3908,5226,8056,8622,4984,3396,7040,3901,3813,3396,6196,2946,4514,3830,2024,4162,3838,"2016-03-03 14:46:34",1366,768,178,217,22,2,"US","38.0","-97.0"
"942",2,3,3,4,3,3,2,4,1,3,5,4,4,2,2,1,1,1,2,1,1,4,1,5,1,5,1,4,5,4,2,5,3,3,2,4,3,3,4,5,4,2,4,2,3,4,3,2,3,3,1129,653,3369,4233,2679,4069,4086,4384,3813,4552,4585,4256,3682,3102,3951,5534,3969,2556,3483,2804,6993,2967,3800,3002,3337,3332,5869,6099,2875,4216,9845,7234,2751,3565,4282,5030,3433,3219,3581,4663,5913,4128,3434,3201,2849,3500,3515,3077,3500,4367,"2016-03-03 14:47:36",320,568,6,205,22,3,"US","38.751","-77.4753"
"943",3,1,4,3,3,2,4,4,2,4,1,5,3,2,1,1,2,2,2,2,1,4,2,5,1,4,1,4,3,4,4,5,4,2,3,2,4,3,4,3,4,2,3,2,3,2,4,4,3,3,16616,1049,9415,7420,9385,5513,883,3878,4813,4700,4166,31312,1597,3632,8815,2741,3265,17138,2253,1946,22363,7966,967,866,3366,6603,6131,17456,4637,13823,1883,5958,9769,17536,12366,14649,6102,2646,2579,3700,12569,4798,6731,12617,4367,2894,3571,2681,4166,2571,"2016-03-03 14:47:38",320,568,12,360,17,1,"US","34.4412","-119.6186"
"944",1,2,3,4,4,3,2,4,3,5,5,4,5,1,4,1,3,2,2,5,1,2,1,4,2,4,4,4,3,4,2,3,4,3,2,5,3,4,1,5,5,2,5,2,4,1,4,5,5,2,4281,2317,1762,1802,1516,1500,2584,1734,3101,1551,832,1569,1482,1201,1349,1481,1434,951,1349,2770,4941,1767,1400,1369,3002,1317,1767,1283,1033,1266,1418,2433,1418,2531,966,1553,1583,2100,1502,2517,1184,1904,1300,2198,1501,1533,1600,1316,1550,2546,"2016-03-03 14:47:51",414,736,11,91,7,1,"US","38.0","-97.0"
"945",3,1,5,1,5,1,3,1,5,1,1,3,1,5,1,1,3,1,3,1,1,5,1,5,1,3,1,5,5,5,5,1,3,1,5,1,5,1,5,1,3,1,5,3,3,1,5,3,5,1,10298,3952,2427,2907,1811,5875,4421,9067,2269,2070,3163,2903,2703,1317,3852,3844,2323,1850,1840,1879,15269,7685,2032,1849,2202,2066,2123,2209,2415,1781,2160,3737,5671,1665,5321,2397,1596,1884,1920,2693,2764,3142,2303,2541,1637,2516,2757,2054,4964,2205,"2016-03-03 14:49:25",768,1024,5,172,8,2,"GB","52.7651","-0.9491"
"946",1,4,2,4,3,4,2,4,2,5,4,2,4,1,2,5,4,4,3,5,2,5,2,3,4,5,3,2,3,3,2,4,4,4,1,5,2,3,1,3,5,1,5,2,4,1,5,4,4,5,2278,2871,3336,1317,2811,1378,1927,2233,4645,2131,1480,2080,1644,1642,2322,3367,1735,1772,2368,2870,3068,1826,2262,1958,3346,2110,2735,2972,2494,1754,2719,2069,1500,2859,2408,4311,1530,2311,1740,2718,2433,2890,1583,1927,1816,1793,1986,1697,3751,1297,"2016-03-03 14:50:38",1600,900,6,118,9,1,"US","32.3464","-99.8396"
"947",4,2,4,2,4,2,4,4,3,2,4,2,4,2,4,3,4,4,4,4,2,4,2,4,3,3,2,4,4,3,2,4,3,3,1,4,4,4,0,3,4,3,5,3,2,2,3,4,4,3,5320,2124,3839,2321,1879,2939,4024,4490,3478,5306,4518,4344,2914,1651,2126,3113,3949,3099,3989,2262,5926,3396,2123,2095,5658,6341,2026,8914,6082,2014,1653,2877,4742,2533,6357,2394,3780,2196,0,5012,2548,2716,3646,3597,4481,2140,4232,1932,2680,1382,"2016-03-03 14:51:56",1366,768,14,177,7,1,"GB","51.5","-0.13"
"948",1,2,2,3,4,2,1,4,4,3,4,2,5,1,5,5,4,4,4,5,1,3,3,4,3,4,2,4,4,3,2,3,4,4,2,3,3,3,2,4,3,3,2,4,3,4,3,4,4,2,14215,7046,5641,10512,4089,7570,4487,5512,12177,5594,3940,3367,10687,5678,4896,9429,3753,5395,2781,3199,56729,4524,3586,6390,8625,7374,7672,6449,2932,9749,8588,7319,6063,9926,17369,7048,10988,7167,3131,3031,19383,8830,4457,89179,6276,5095,12023,3700,3000,11607,"2016-03-03 14:52:04",1366,768,107,490,14,1,"GB","51.5","-0.13"
"949",5,1,5,1,4,1,4,1,4,1,5,4,4,3,4,4,4,4,5,1,4,4,2,4,5,1,1,4,4,4,5,3,5,1,4,3,4,3,4,4,2,0,4,1,5,1,4,2,3,4,83349,2847,4917,3017,4299,801,2982,3321,817,1204,3046,6566,1600,4384,5553,2884,1631,1933,1128,1668,5213,2499,3968,1382,2418,3335,2954,1673,2533,6383,2055,4739,2282,3417,1633,8416,1417,3382,1106,3100,2585,0,6218,1034,65932,3101,1192,4379,7414,815,"2016-03-03 14:54:06",768,1024,3,296,10,1,"US","45.0028","-93.0826"
"950",3,1,3,5,4,2,4,2,4,3,3,4,2,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,4,2,2,3,4,2,5,2,4,4,3,2,4,1,4,2,5,3,4,4,7240,3840,5760,13192,2104,2072,3872,7792,3096,5320,3728,3784,2848,3384,5928,3936,2880,1792,2512,4384,3638,3544,2168,5600,3328,3968,3392,2184,3768,2448,4264,4680,3048,3184,4112,5384,3664,14072,3696,17328,3432,4520,2104,56896,2720,2480,5656,4304,4320,1808,"2016-03-03 14:55:12",1920,1080,4,276,9,1,"AU","-27.0","133.0"
"951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2345,NA,NA,4000,NA,NA,NA,NA,2297,NA,11034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381,NA,NA,NA,NA,NA,NA,2776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377,NA,NA,NA,NA,NA,NA
"952",3,1,4,4,5,4,2,4,1,2,5,3,5,3,4,3,4,5,3,3,2,3,3,3,4,5,3,3,5,5,5,3,5,1,2,2,3,3,1,2,3,1,4,3,4,3,4,3,3,4,19071,8833,5615,8281,8042,3915,13369,5421,8218,4935,12011,9790,7296,11234,7760,8217,5924,4052,3650,10260,11464,8514,21127,20255,33618,15967,3291,5724,4311,10762,10039,12107,5861,3286,7743,9331,3478,6450,5575,12420,4948,10402,6998,10449,8766,3371,8682,4606,5236,8645,"2016-03-03 14:56:58",360,640,935,451,28,1,"SE","55.7028","13.1927"
"953",3,2,4,1,4,1,4,2,4,4,4,4,4,4,4,2,5,3,2,2,2,5,4,4,3,3,1,4,3,4,3,1,4,3,4,4,3,3,2,3,2,2,4,2,4,2,4,3,4,4,5549,4743,2712,4209,1753,3767,6110,3249,3033,2100,1909,3412,2256,6078,2380,4809,2720,9054,2713,2434,2279,12228,2436,5172,4201,5729,5456,4139,3309,3745,4248,4682,3760,8536,3512,5862,3342,2558,1999,2317,2046,4132,2147,3248,7550,6663,3736,4247,2869,2366,"2016-03-03 14:58:20",1366,768,7,205,7,2,"US","38.0","-97.0"
"954",5,1,5,3,4,1,5,1,5,5,2,5,4,2,1,1,1,1,2,1,1,5,1,4,1,5,1,5,4,5,5,3,4,5,4,3,3,3,3,5,4,3,5,3,5,1,4,3,5,5,23835,3685,3930,5732,5347,5699,9309,4603,6460,4211,3645,3693,6037,5859,5071,3778,4624,3554,6449,4667,1614,3856,2757,6432,4965,2881,3920,3772,4023,5336,5820,9136,3584,3103,5773,4992,3950,6848,3548,3629,4345,13280,7173,88893,3602,4212,3822,3990,4064,2736,"2016-03-03 14:58:50",1366,768,2,355,34,1,"FR","43.3835","5.7057"
"955",2,1,3,4,2,1,2,3,5,4,4,3,5,2,2,2,4,4,2,4,5,5,4,4,1,3,2,4,5,3,2,2,5,4,2,4,3,3,3,4,4,1,5,1,4,2,4,3,5,4,16586,3769,3214,4565,1550,2619,4484,4337,3740,3837,2433,2517,1297,1782,2786,4502,2153,2002,4771,1532,3718,4440,1733,4684,5002,1947,3701,4102,3148,3435,7101,3431,2358,2870,3469,3335,1433,5467,2400,6971,2786,4857,2003,3603,6238,4439,2416,3970,3582,1770,"2016-03-03 14:59:41",375,667,43,193,13,1,"PL","52.2333","21.0167"
